"tip_label"	"accession"	"taxid"	"taxname"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"	"strain_taxid"
"MN647129-_Aminipila_terrae-_Aminipila_terrae-_|MN647129|-_CBA3637_T"	"MN647129"	"2697030"	"Aminipila terrae"	"2"	"1239"	"186801"	"186802"	"543314"	"2060094"	"2697030"	NA
"AB298771-_Aminipila_butyrica-_Aminipila_butyrica-_|AB298771|-_FH042_T"	"AB298771"	"433296"	"Aminipila butyrica"	"2"	"1239"	"186801"	"186802"	"543314"	"2060094"	"433296"	NA
"AJ251215-_Anaerovorax_odorimutans-_Anaerovorax_odorimutans-_|AJ251215|-_NorPut_T"	"AJ251215"	"109327"	"Anaerovorax odorimutans"	"2"	"1239"	"186801"	"186802"	"543314"	"109326"	"109327"	NA
"U13039-_Eubacterium_infirmum-_Eubacterium_infirmum-_|U13039|-_W_1471_T"	"U13039"	"56774"	"Eubacterium infirmum"	"2"	"1239"	"186801"	"186802"	"543314"	NA	"56774"	NA
"AJ006963-_Eubacterium_sulci-_Eubacterium_sulci-_|AJ006963|-_ATCC_35585_T"	"AJ006963"	"888727"	"Eubacterium sulci"	"2"	"1239"	"186801"	"186802"	"543314"	NA	"143393"	"888727"
"MN537473-_Hornefia_porci-_Hornefia_porci-_|MN537473|-_DSM_104948_T"	"MN537473"	"2652292"	"Hornefia porci"	"2"	"1239"	"186801"	"186802"	"543314"	"2815774"	"2652292"	NA
"MN537475-_Hornefia_butyriciproducens-_Hornefia_butyriciproducens-_|MN537475|-_DSM_104962_T"	"MN537475"	"2652293"	"Hornefia butyriciproducens"	"2"	"1239"	"186801"	"186802"	"543314"	"2815774"	"2652293"	NA
"AJ005636-_Eubacterium_minutum-_Eubacterium_minutum-_|AJ005636|-_ATCC_700079_T"	"AJ005636"	"888721"	"Eubacterium minutum"	"2"	"1239"	"186801"	"186802"	"543314"	NA	"76124"	"888721"
"Z36274-_Eubacterium_nodatum-_Eubacterium_nodatum-_|Z36274|-_ATCC_33099_T"	"Z36274"	"1161902"	"Eubacterium nodatum"	"2"	"1239"	"186801"	"186802"	"543314"	NA	"35518"	"1161902"
"AJ310135-_Eubacterium_pyruvativorans-_Eubacterium_pyruvativorans-_|AJ310135|-_isolate_6_LTP__T"	"AJ310135"	"155865"	"Eubacterium pyruvativorans"	"2"	"1239"	"186801"	"186802"	"186806"	"1730"	"155865"	NA
"AB298740-_Aminicella_lysinilytica-_Aminicella_lysinilytica-_|AB298740|-_WN037_T"	"AB298740"	"433323"	"Aminicella lysinilytica"	"2"	"1239"	"186801"	"186802"	"186806"	"1637744"	"433323"	NA
"AF050099-_Fusibacter_paucivorans-_Fusibacter_paucivorans-_|AF050099|-_SEBR_4211_T"	"AF050099"	"76009"	"Fusibacter paucivorans"	"2"	"1239"	"186801"	"186802"	"543313"	"76008"	"76009"	NA
"MW691139-_Fusibacter_ferrireducens-_Fusibacter_ferrireducens-_|MW691139|-_Q10-2T"	"MW691139"	"2785058"	"Fusibacter ferrireducens"	"2"	"1239"	"186801"	"186802"	"543313"	"76008"	"2785058"	NA
"FR851323-_Fusibacter_tunisiensis-_Fusibacter_tunisiensis-_|FR851323|-_BELH1_T"	"FR851323"	"1008308"	"Fusibacter tunisiensis"	"2"	"1239"	"186801"	"186802"	"543313"	"76008"	"1008308"	NA
"LM999901-_Fusibacter_fontis-_Fusibacter_fontis-_|LM999901|-_KhalAKB1_T"	"LM999901"	"1537567"	"Fusibacter fontis"	"2"	"1239"	"186801"	"186802"	"543313"	"76008"	"1537567"	NA
"KJ420408-_Fusibacter_bizertensis-_Fusibacter_bizertensis-_|KJ420408|-_LTF_Kr01_T"	"KJ420408"	"1488331"	"Fusibacter bizertensis"	"2"	"1239"	"186801"	"186802"	"543313"	"76008"	"1488331"	NA
"AF016691-_Acidaminobacter_hydrogenoformans-_Acidaminobacter_hydrogenoformans-_|AF016691|-_glu_65_T"	"AF016691"	"65403"	"Acidaminobacter hydrogenoformans"	"2"	"1239"	"186801"	"186802"	"543313"	"65402"	"65403"	NA
"MN537472-_Peptoniphilus_porci-_Peptoniphilus_porci-_|MN537472|-_DSM_104947_T"	"MN537472"	"1261639"	"Peptoniphilus porci"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"1261639"	NA
"MT396160-_Peptoniphilus_faecalis-_Peptoniphilus_faecalis-_|MT396160|-_AGMB00490_T"	"MT396160"	"2731255"	"Peptoniphilus faecalis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"2731255"	NA
"DQ911242-_Peptoniphilus_olsenii-_Peptoniphilus_olsenii-_|DQ911242|-_WAL_12922_T"	"DQ911242"	"411570"	"Peptoniphilus olsenii"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"411570"	NA
"DQ911241-_Peptoniphilus_gorbachii-_Peptoniphilus_gorbachii-_|DQ911241|-_WAL_10418_T"	"DQ911241"	"411567"	"Peptoniphilus gorbachii"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"411567"	NA
"HM801866-_Peptoniphilus_rhinitidis-_Peptoniphilus_rhinitidis-_|HM801866|-_1-13_T"	"HM801866"	"875454"	"Peptoniphilus rhinitidis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"1175452"	"875454"
"LN867000-_Peptoniphilus_lacydonensis-_Peptoniphilus_lacydonensis-_|LN867000|-_EL1_T"	"LN867000"	"1673725"	"Peptoniphilus lacydonensis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"1673725"	NA
"CAEL01000039-_Peptoniphilus_senegalensis-_Peptoniphilus_senegalensis-_|CAEL01000039|-_JC140_T"	"CAEL01000039"	"1033744"	"Peptoniphilus senegalensis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"1465757"	"1033744"
"GU938835-_Peptoniphilus_tyrrelliae-_Peptoniphilus_tyrrelliae-_|GU938835|-_RMA_19911_T"	"GU938835"	"755171"	"Peptoniphilus tyrrelliae"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"755171"	NA
"Y07839-_Peptoniphilus_harei-_Peptoniphilus_harei-_|Y07839|-_DSM_10020-_SBH432_T"	"Y07839"	"54005"	"Peptoniphilus harei"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"54005"	NA
"JN657222-_Peptoniphilus_timonensis-_Peptoniphilus_timonensis-_|JN657222|-_JC401_T"	"JN657222"	"1095770"	"Peptoniphilus timonensis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"1268254"	"1095770"
"MZ310594-_Peptoniphilus_ovalis-_Peptoniphilus_ovalis-_|MZ310594|-_MSJ-1_T"	"MZ310594"	"2841503"	"Peptoniphilus ovalis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"2841503"	NA
"KR911910-_Peptoniphilus_catoniae-_Peptoniphilus_catoniae-_|KR911910|-_M6.X2D_T"	"KR911910"	"1660341"	"Peptoniphilus catoniae"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"1660341"	NA
"EU526291-_Peptoniphilus_koenoeneniae-_Peptoniphilus_koenoeneniae-_|EU526291|-_WAL_18898_T"	"EU526291"	"507751"	"Peptoniphilus koenoeneniae"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"507751"	NA
"EU526290-_Peptoniphilus_duerdenii-_Peptoniphilus_duerdenii-_|EU526290|-_WAL_18896_T"	"EU526290"	"862517"	"Peptoniphilus duerdenii"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"507750"	"862517"
"AF542230-_Peptoniphilus_lacrimalis-_Peptoniphilus_lacrimalis-_|AF542230|-_CCUG_31350_T"	"AF542230"	"33031"	"Peptoniphilus lacrimalis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"33031"	NA
"AB298735-_Anaerosphaera_aminiphila-_Anaerosphaera_aminiphila-_|AB298735|-_WN036_T"	"AB298735"	"1120995"	"Anaerosphaera aminiphila"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"1273095"	"1120994"	"1120995"
"MK138668-_Anaerosphaera_multitolerans-_Anaerosphaera_multitolerans-_|MK138668|-_GS7-6-2_T"	"MK138668"	"2487351"	"Anaerosphaera multitolerans"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"1273095"	"2487351"	NA
"GU440754-_Peptoniphilus_methioninivorax-_Peptoniphilus_methioninivorax-_|GU440754|-_NRRL_B-23883_T"	"GU440754"	"907224"	"Peptoniphilus methioninivorax"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"907224"	NA
"KF705042-_Peptoniphilus_stercorisuis-_Peptoniphilus_stercorisuis-_|KF705042|-_DSM_27563_T"	"KF705042"	"1436965"	"Peptoniphilus stercorisuis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"1436965"	NA
"AB640690-_Peptoniphilus_asaccharolyticus-_Peptoniphilus_asaccharolyticus-_|AB640690|-_JCM_1765_T"	"AB640690"	"1258"	"Peptoniphilus asaccharolyticus"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"1258"	NA
"AY153431-_Peptoniphilus_indolicus-_Peptoniphilus_indolicus-_|AY153431|-_CCUG_46591_T"	"AY153431"	"997350"	"Peptoniphilus indolicus"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"33030"	"997350"
"CP001708-_Anaerococcus_prevotii-_Anaerococcus_prevotii-_|CP001708|-_DSM_20548_T"	"CP001708"	"525919"	"Anaerococcus prevotii"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"33034"	"525919"
"ACGC01000107-_Anaerococcus_tetradius-_Anaerococcus_tetradius-_|ACGC01000107|-_ATCC_35098_T"	"ACGC01000107"	"525255"	"Anaerococcus tetradius"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"33036"	"525255"
"Y07841-_Anaerococcus_octavius-_Anaerococcus_octavius-_|Y07841|-_NCTC_9810_T"	"Y07841"	"1161098"	"Anaerococcus octavius"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"54007"	"1161098"
"DQ911243-_Anaerococcus_murdochii-_Anaerococcus_murdochii-_|DQ911243|-_WAL_17230_T"	"DQ911243"	"411577"	"Anaerococcus murdochii"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"411577"	NA
"AM176528-_Anaerococcus_degeneri-_Anaerococcus_degeneri-_|AM176528|-_gpac104_T"	"AM176528"	"361500"	"Anaerococcus degeneri"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"361500"	NA
"AB673373-_Anaerococcus_lactolyticus-_Anaerococcus_lactolyticus-_|AB673373|-_JCM_8140_T"	"AB673373"	"33032"	"Anaerococcus lactolyticus"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"33032"	NA
"ABXA01000039-_Anaerococcus_hydrogenalis-_Anaerococcus_hydrogenalis-_|ABXA01000039|-_DSM_7454_T"	"ABXA01000039"	"561177"	"Anaerococcus hydrogenalis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"33029"	"561177"
"JF824805-_Anaerococcus_senegalensis-_Anaerococcus_senegalensis-_|JF824805|-_JC48_T"	"JF824805"	"1033733"	"Anaerococcus senegalensis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"1288120"	"1033733"
"AB691575-_Anaerococcus_vaginalis-_Anaerococcus_vaginalis-_|AB691575|-_JCM_8138_T"	"AB691575"	"655811"	"Anaerococcus vaginalis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"33037"	"655811"
"LN881592-_Anaerococcus_rubeinfantis-_Anaerococcus_rubeinfantis-_|LN881592|-_mt16_T"	"LN881592"	"1720199"	"Anaerococcus rubeinfantis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"1720199"	NA
"MN537453-_Anaerococcus_porci-_Anaerococcus_porci-_|MN537453|-_DSM_101005_T"	"MN537453"	"2652269"	"Anaerococcus porci"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"2652269"	NA
"KU043522-_Anaerococcus_nagyae-_Anaerococcus_nagyae-_|KU043522|-_ENR0686_T"	"KU043522"	"1755241"	"Anaerococcus nagyae"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"1755241"	NA
"HM587325-_Anaerococcus_pacaensis-_Anaerococcus_pacaensis-_|HM587325|-_9403502_T"	"HM587325"	"938294"	"Anaerococcus pacaensis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"165779"	"1465826"	"938294"
"KJ469554-_Ezakiella_peruensis-_Ezakiella_peruensis-_|KJ469554|-_M6.X2_T"	"KJ469554"	"1464038"	"Ezakiella peruensis"	"2"	"1239"	"1737404"	NA	NA	"1582879"	"1464038"	NA
"LT576398-_Ezakiella_massiliensis-_Ezakiella_massiliensis-_|LT576398|-_Marseille-P2951_T"	"LT576398"	"1852374"	"Ezakiella massiliensis"	"2"	"1239"	"1737404"	NA	NA	"1582879"	"1852374"	NA
"AB547639-_Ezakiella_coagulans-_Ezakiella_coagulans-_|AB547639|-_JCM_12528_T"	"AB547639"	"46507"	"Ezakiella coagulans"	"2"	"1239"	"1737404"	NA	NA	"1582879"	"46507"	NA
"HM587321-_Fenollaria_massiliensis-_Fenollaria_massiliensis-_|HM587321|-_9401234_T"	"HM587321"	"938288"	"Fenollaria massiliensis"	"2"	"1239"	"186801"	"186802"	NA	"1686313"	"938288"	NA
"GU938836-_Peptoniphilus_coxii-_Peptoniphilus_coxii-_|GU938836|-_RMA_16757_T"	"GU938836"	"755172"	"Peptoniphilus coxii"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"755172"	NA
"MK945758-_Peptoniphilus_nemausensis-_Peptoniphilus_nemausensis-_|MK945758|-_1804121828T"	"MK945758"	"2582829"	"Peptoniphilus nemausensis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"2582829"	NA
"JAOQJD000000000-_Aedoeadaptatus_acetigenes-_Aedoeadaptatus_acetigenes-_|JAOQJD000000000|-_E51_T"	"JAOQJD000000000"	"2981723"	"Aedoeadaptatus acetigenes"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"2981628"	"2981723"	NA
"Y07840-_Peptoniphilus_ivorii-_Peptoniphilus_ivorii-_|Y07840|-_DSM_10022-_SBH093_T"	"Y07840"	"54006"	"Peptoniphilus ivorii"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162289"	"54006"	NA
"MN365126-_Miniphocaeibacter_halophilus-_Miniphocaeibacter_halophilus-_|MN365126|-_AMB_PP1_T"	"MN365126"	"2931922"	"Miniphocaeibacter halophilus"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"2126548"	"2931922"	NA
"LT934441-_Miniphocaeibacter_massiliensis-_Miniphocaeibacter_massiliensis-_|LT934441|-_Marseille-P4678T"	"LT934441"	"2041841"	"Miniphocaeibacter massiliensis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"2126548"	"2041841"	NA
"AB038361-_Gallicola_barnesae-_Gallicola_barnesae-_|AB038361|-_DSM_3244_T"	"AB038361"	"116087"	"Gallicola barnesae"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"162290"	"116087"	NA
"AY323523-_Parvimonas_micra-_Parvimonas_micra-_|AY323523|-_ATCC_33270_T"	"AY323523"	"411465"	"Parvimonas micra"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"543311"	"33033"	"411465"
"MT982357-_Parvimonas_parva-_Parvimonas_parva-_|MT982357|-_S3374T"	"MT982357"	"2769485"	"Parvimonas parva"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"543311"	"2769485"	NA
"AB640691-_Finegoldia_magna-_Finegoldia_magna-_|AB640691|-_JCM_1766_T"	"AB640691"	"1260"	"Finegoldia magna"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"150022"	"1260"	NA
"MG496017-_Citroniella_saccharovorans-_Citroniella_saccharovorans-_|MG496017|-_M6.X9_T"	"MG496017"	"2053367"	"Citroniella saccharovorans"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"2870444"	"2053367"	NA
"EU483153-_Murdochiella_asaccharolytica-_Murdochiella_asaccharolytica-_|EU483153|-_WAL_1855C_T"	"EU483153"	"507844"	"Murdochiella asaccharolytica"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"1161127"	"507844"	NA
"LT576397-_Murdochiella_vaginalis-_Murdochiella_vaginalis-_|LT576397|-_Marseille-P2341_T"	"LT576397"	"1852373"	"Murdochiella vaginalis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"1161127"	"1852373"	NA
"JN837487-_Kallipyga_massiliensis-_Kallipyga_massiliensis-_|JN837487|-_ph2_T"	"JN837487"	"1118059"	"Kallipyga massiliensis"	"2"	"1239"	"1737404"	NA	NA	"1472763"	"1472764"	"1118059"
"AGEI01000004-_Helcococcus_kunzii-_Helcococcus_kunzii-_|AGEI01000004|-_ATCC_51366_T"	"AGEI01000004"	"883114"	"Helcococcus kunzii"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"31983"	"40091"	"883114"
"Y16279-_Helcococcus_ovis-_Helcococcus_ovis-_|Y16279|-_s840-96-2_|=CCUG_37441|_T"	"Y16279"	"72026"	"Helcococcus ovis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"31983"	"72026"	NA
"AJ579914-_Helcococcus_sueciensis-_Helcococcus_sueciensis-_|AJ579914|-_CCUG_47334_T"	"AJ579914"	"241555"	"Helcococcus sueciensis"	"2"	"1239"	"1737404"	"1737405"	"1570339"	"31983"	"241555"	NA
"X80841-_Tissierella_praeacuta-_Tissierella_praeacuta-_|X80841|-_DSM_5675_T"	"X80841"	"43131"	"Tissierella praeacuta"	"2"	"1239"	"1737404"	"1737405"	"1737406"	"41273"	"43131"	NA
"MN537478-_Tissierella_pigra-_Tissierella_pigra-_|MN537478|-_DSM_105185_T"	"MN537478"	"2607614"	"Tissierella pigra"	"2"	"1239"	"1737404"	"1737405"	"1737406"	"41273"	"2607614"	NA
"GQ461821-_Tissierella_carlieri-_Tissierella_carlieri-_|GQ461821|-_LBN_295_T"	"GQ461821"	"689904"	"Tissierella carlieri"	"2"	"1239"	"1737404"	"1737405"	"1737406"	"41273"	"689904"	NA
"X80227-_Tissierella_creatinophila-_Tissierella_creatinophila-_|X80227|-_Kre4_T"	"X80227"	"41274"	"Tissierella creatinophila"	"2"	"1239"	"1737404"	"1737405"	"1737406"	"41273"	"41274"	NA
"FR749955-_Tissierella_creatinini-_Tissierella_creatinini-_|FR749955|-_DSM_9508_T"	"FR749955"	"43143"	"Tissierella creatinini"	"2"	"1239"	"1737404"	"1737405"	"1737406"	"41273"	"43143"	NA
"GQ461828-_Soehngenia_saccharolytica-_Soehngenia_saccharolytica-_|GQ461828|-_DSM_12858_T"	"GQ461828"	"253256"	"Soehngenia saccharolytica"	"2"	"1239"	"1737404"	"1737405"	"1737406"	"253255"	"253256"	NA
"KP119717-_Gudongella_oleilytica-_Gudongella_oleilytica-_|KP119717|-_W6_T"	"KP119717"	"1582259"	"Gudongella oleilytica"	"2"	"1239"	"1737404"	"1737405"	"1737406"	"2692382"	"1582259"	NA
"Z69293-_Schnuerera_ultunensis-_Schnuerera_ultunensis-_|Z69293|-_BS_T"	"Z69293"	"865861"	"Schnuerera ultunensis"	"2"	"1239"	"1737404"	"1737405"	"2992719"	"2794837"	"45497"	"865861"
"KC188660-_Keratinibaculum_paraultunense-_Keratinibaculum_paraultunense-_|KC188660|-_KD-1_T"	"KC188660"	"1278232"	"Keratinibaculum paraultunense"	"2"	"1239"	"1737404"	"1737405"	"2992719"	"1354809"	"1278232"	NA
"GQ461826-_Tepidimicrobium_ferriphilum-_Tepidimicrobium_ferriphilum-_|GQ461826|-_DSM_16624_T"	"GQ461826"	"285106"	"Tepidimicrobium ferriphilum"	"2"	"1239"	"1737404"	"1737405"	"2992719"	"285105"	"285106"	NA
"EF522948-_Tepidimicrobium_xylanilyticum-_Tepidimicrobium_xylanilyticum-_|EF522948|-_PML14_T"	"EF522948"	"437529"	"Tepidimicrobium xylanilyticum"	"2"	"1239"	"1737404"	"1737405"	"2992719"	"285105"	"1123352"	"437529"
"HQ534365-_Anaerosalibacter_bizertensis-_Anaerosalibacter_bizertensis-_|HQ534365|-_C5BEL_T"	"HQ534365"	"932217"	"Anaerosalibacter bizertensis"	"2"	"1239"	"1737404"	"1737405"	"2992718"	"1347386"	"932217"	NA
"CCEZ01000065-_Anaerosalibacter_massiliensis-_Anaerosalibacter_massiliensis-_|CCEZ01000065|-_WGS_T"	"CCEZ01000065"	"1347392"	"Anaerosalibacter massiliensis"	"2"	"1239"	"1737404"	"1737405"	"2992718"	"1347386"	"1347392"	NA
"AF358114-_Sporanaerobacter_acetigenes-_Sporanaerobacter_acetigenes-_|AF358114|-_Lup33-_DSM_13106_T"	"AF358114"	"165813"	"Sporanaerobacter acetigenes"	"2"	"1239"	"1737404"	"1737405"	"2992718"	"165812"	"165813"	NA
"MZ310625-_Tissierella_simiarum-_Tissierella_simiarum-_|MZ310625|-_MSJ-40_T"	"MZ310625"	"2841534"	"Tissierella simiarum"	"2"	"1239"	"1737404"	"1737405"	"1737406"	"41273"	"2841534"	NA
"HE582772-_Gottschalkia_acidurici-_Gottschalkia_acidurici-_|HE582772|-_DSM_604_T"	"HE582772"	"1556"	"Gottschalkia acidurici"	"2"	"1239"	"1737404"	"1737405"	"2042895"	"1505664"	"1556"	NA
"L11305-_Sedimentibacter_hydroxybenzoicus-_Sedimentibacter_hydroxybenzoicus-_|L11305|-_JW/Z-1_T"	"L11305"	"29345"	"Sedimentibacter hydroxybenzoicus"	"2"	"1239"	"1737404"	NA	NA	"190972"	"29345"	NA
"AJ404680-_Sedimentibacter_saalensis-_Sedimentibacter_saalensis-_|AJ404680|-_ZF2_LTP__T"	"AJ404680"	"130788"	"Sedimentibacter saalensis"	"2"	"1239"	"1737404"	NA	NA	"190972"	"130788"	NA
"AB598276-_Sedimentibacter_acidaminivorans-_Sedimentibacter_acidaminivorans-_|AB598276|-_MO-SED_T"	"AB598276"	"913099"	"Sedimentibacter acidaminivorans"	"2"	"1239"	"1737404"	NA	NA	"190972"	"913099"	NA
"AF433166-_Sedimentibacter_hongkongensis-_Sedimentibacter_hongkongensis-_|AF433166|-_HKU2_T"	"AF433166"	"178338"	"Sedimentibacter hongkongensis"	"2"	"1239"	"1737404"	NA	NA	"190972"	"178338"	NA
"AB218661-_Dethiosulfatibacter_aminovorans-_Dethiosulfatibacter_aminovorans-_|AB218661|-_C/G2_|=_JCM_13356-_=_NBRC_101112-_=_DSM_17477|_T"	"AB218661"	"332095"	"Dethiosulfatibacter aminovorans"	"2"	"1239"	"1737404"	NA	NA	"448125"	"332095"	NA
"L34612-_Andreesenia_angusta-_Andreesenia_angusta-_|L34612|-_ATCC_43737_T"	"L34612"	"39480"	"Andreesenia angusta"	"2"	"1239"	"1737404"	"1737405"	"2042895"	"2042899"	"39480"	NA
"FR749894-_Gottschalkia_purinilytica-_Gottschalkia_purinilytica-_|FR749894|-_DSM_1384_T"	"FR749894"	"1503"	"Gottschalkia purinilytica"	"2"	"1239"	"1737404"	"1737405"	"2042895"	"1505664"	"1503"	NA
"MN620507-_Anaeromonas_frigoriresistens-_Anaeromonas_frigoriresistens-_|MN620507|-_D2Q-11_T"	"MN620507"	"2683708"	"Anaeromonas frigoriresistens"	"2"	"1239"	"186801"	"186802"	"31979"	"2946544"	"2683708"	NA
"MN620493-_Anaeromonas_gelatinilytica-_Anaeromonas_gelatinilytica-_|MN620493|-_D2Q-14_T"	"MN620493"	"2683194"	"Anaeromonas gelatinilytica"	"2"	"1239"	"186801"	"186802"	"31979"	"2946544"	"2683194"	NA
"EF026082-_Clostridiisalibacter_paucivorans-_Clostridiisalibacter_paucivorans-_|EF026082|-_37HS60_T"	"EF026082"	"408753"	"Clostridiisalibacter paucivorans"	"2"	"1239"	"1737404"	"1737405"	"2848916"	"516086"	"408753"	NA
"EU567322-_Sporosalibacterium_faouarense-_Sporosalibacterium_faouarense-_|EU567322|-_SOL3F37_T"	"EU567322"	"516123"	"Sporosalibacterium faouarense"	"2"	"1239"	"1737404"	"1737405"	"2848916"	"1400135"	"516123"	NA
"KX371568-_Sporosalibacterium_tautonense-_Sporosalibacterium_tautonense-_|KX371568|-_MRo-4_T"	"KX371568"	"1859103"	"Sporosalibacterium tautonense"	"2"	"1239"	"1737404"	"1737405"	"2848916"	"1400135"	"1859103"	NA
"KC608867-_Caldisalinibacter_kiritimatiensis-_Caldisalinibacter_kiritimatiensis-_|KC608867|-_L21-TH-D2_T"	"KC608867"	"1304284"	"Caldisalinibacter kiritimatiensis"	"2"	"1239"	"1737404"	"1737405"	"2848916"	"1640153"	"1304284"	NA
"AF113543-_Thermohalobacter_berrensis-_Thermohalobacter_berrensis-_|AF113543|-_CTT3_T"	"AF113543"	"99594"	"Thermohalobacter berrensis"	"2"	"1239"	"1737404"	"1737405"	"2848916"	"99593"	"99594"	NA
"AJ272422-_Caloranaerobacter_azorensis-_Caloranaerobacter_azorensis-_|AJ272422|-_MV1087_LTP__T"	"AJ272422"	"1121264"	"Caloranaerobacter azorensis"	"2"	"1239"	"1737404"	"1737405"	"2848916"	"171003"	"116090"	"1121264"
"KC794016-_Caloranaerobacter_ferrireducens-_Caloranaerobacter_ferrireducens-_|KC794016|-_DY22619_T"	"KC794016"	"1323370"	"Caloranaerobacter ferrireducens"	"2"	"1239"	"1737404"	"1737405"	"2848916"	"171003"	"1323370"	NA
"GU645013-_Brassicibacter_mesophilus-_Brassicibacter_mesophilus-_|GU645013|-_BM_T"	"GU645013"	"745119"	"Brassicibacter mesophilus"	"2"	"1239"	"1737404"	"1737405"	"2848916"	"1433991"	"745119"	NA
"KM277820-_Brassicibacter_thermophilus-_Brassicibacter_thermophilus-_|KM277820|-_Cel2f_T"	"KM277820"	"1548890"	"Brassicibacter thermophilus"	"2"	"1239"	"1737404"	"1737405"	"2848916"	"1433991"	"1548890"	NA
"EF116488-_Proteiniborus_ethanoligenes-_Proteiniborus_ethanoligenes-_|EF116488|-_GW_T"	"EF116488"	"415015"	"Proteiniborus ethanoligenes"	"2"	"1239"	"186801"	"186802"	NA	"415014"	"415015"	NA
"KT351641-_Proteiniborus_indolifex-_Proteiniborus_indolifex-_|KT351641|-_BA2-13_T"	"KT351641"	"1776760"	"Proteiniborus indolifex"	"2"	"1239"	"186801"	"186802"	NA	"415014"	"1776760"	NA
"CP002987-_Acetobacterium_woodii-_Acetobacterium_woodii-_|CP002987|-_DSM_1030_T"	"CP002987"	"931626"	"Acetobacterium woodii"	"2"	"1239"	"186801"	"186802"	"186806"	"33951"	"33952"	"931626"
"X96956-_Acetobacterium_carbinolicum-_Acetobacterium_carbinolicum-_|X96956|-_DSM_2925_T"	"X96956"	"52690"	"Acetobacterium carbinolicum"	"2"	"1239"	"186801"	"186802"	"186806"	"33951"	"52690"	NA
"X96959-_Acetobacterium_fimetarium-_Acetobacterium_fimetarium-_|X96959|-_DSM_8238_T"	"X96959"	"52691"	"Acetobacterium fimetarium"	"2"	"1239"	"186801"	"186802"	"186806"	"33951"	"52691"	NA
"X96957-_Acetobacterium_malicum-_Acetobacterium_malicum-_|X96957|-_DSM_4132_T"	"X96957"	"52692"	"Acetobacterium malicum"	"2"	"1239"	"186801"	"186802"	"186806"	"33951"	"52692"	NA
"X96955-_Acetobacterium_wieringae-_Acetobacterium_wieringae-_|X96955|-_DSM_1911_T"	"X96955"	"52694"	"Acetobacterium wieringae"	"2"	"1239"	"186801"	"186802"	"186806"	"33951"	"52694"	NA
