"tip_label"	"accession"	"taxid"	"taxname"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"	"strain_taxid"
"CP017186-_Enterobacter_hormaechei_subsp._hoffmannii-_Enterobacter_hormaechei_subsp._hoffmannii-_|CP017186|-_DSM_14563_n|G|_T"	"CP017186"	"1812934"	"Enterobacter hormaechei subsp. hoffmannii"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"158836"	NA
"AJ853889-_Enterobacter_hormaechei_subsp._oharae-_Enterobacter_hormaechei_subsp._oharae-_|AJ853889|-_EN-314_T"	"AJ853889"	"301102"	"Enterobacter hormaechei subsp. oharae"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"158836"	NA
"AJ853890-_Enterobacter_hormaechei_subsp._steigerwaltii-_Enterobacter_hormaechei_subsp._steigerwaltii-_|AJ853890|-_EN-562_T"	"AJ853890"	"299766"	"Enterobacter hormaechei subsp. steigerwaltii"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"158836"	NA
"CP017183-_Enterobacter_hormaechei_subsp._xiangfangensis-_Enterobacter_hormaechei_subsp._xiangfangensis-_|CP017183|-_LMG27195_n|G|_T"	"CP017183"	"1296536"	"Enterobacter hormaechei subsp. xiangfangensis"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"158836"	NA
"AB681776-_Pseudescherichia_vulneris-_Pseudescherichia_vulneris-_|AB681776|-_NBRC_102420_T"	"AB681776"	"566"	"Pseudescherichia vulneris"	"2"	"1224"	"1236"	"91347"	"543"	"2055880"	"566"	NA
"HQ122932-_Enterobacter_bugandensis-_Enterobacter_bugandensis-_|HQ122932|-_247BMC_T"	"HQ122932"	"881260"	"Enterobacter bugandensis"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"881260"	NA
"Z96078-_Enterobacter_cancerogenus-_Enterobacter_cancerogenus-_|Z96078|-_LMG_2693_T"	"Z96078"	"69218"	"Enterobacter cancerogenus"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"69218"	NA
"VTTY00000000-_Enterobacter_dykesii-_Enterobacter_dykesii-_|VTTY00000000|-_E1_T"	"VTTY00000000"	"2797506"	"Enterobacter dykesii"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"2797506"	NA
"MK049964-_Enterobacter_huaxiensis-_Enterobacter_huaxiensis-_|MK049964|-_WCHEn090008_T"	"MK049964"	"2494702"	"Enterobacter huaxiensis"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"2494702"	NA
"AB681872-_Leclercia_adecarboxylata-_Leclercia_adecarboxylata-_|AB681872|-_NBRC_102595_T"	"AB681872"	"83655"	"Leclercia adecarboxylata"	"2"	"1224"	"1236"	"91347"	"543"	"83654"	"83655"	NA
"AJ853891-_Enterobacter_ludwigii-_Enterobacter_ludwigii-_|AJ853891|-_EN-119_=_DSMZ_16688_=_CIP_108491_T"	"AJ853891"	"299767"	"Enterobacter ludwigii"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"299767"	NA
"MK567957-_Enterobacter_wuhouensis-_Enterobacter_wuhouensis-_|MK567957|-_WCHEs120002_T"	"MK567957"	"2529381"	"Enterobacter wuhouensis"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"2529381"	NA
"MK049966-_Enterobacter_chuandaensis-_Enterobacter_chuandaensis-_|MK049966|-_WCHEn090028_T"	"MK049966"	"2497875"	"Enterobacter chuandaensis"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"2497875"	NA
"LFDQ02000000-_Enterobacter_quasiroggenkampii-_Enterobacter_quasiroggenkampii-_|LFDQ02000000|-_WCHECL1060_T"	"LFDQ02000000"	"2497436"	"Enterobacter quasiroggenkampii"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"2497436"	NA
"EU721605-_Enterobacter_mori-_Enterobacter_mori-_|EU721605|-_R18-2_T"	"EU721605"	"980518"	"Enterobacter mori"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"539813"	"980518"
"RXRX01000000-_Enterobacter_quasimori-_Enterobacter_quasimori-_|RXRX01000000|-_WCHEM090044_T"	"RXRX01000000"	"2838947"	"Enterobacter quasimori"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"2838947"	NA
"AB086230-_Cedecea_neteri-_Cedecea_neteri-_|AB086230|-_GTC1717_T"	"AB086230"	"158822"	"Cedecea neteri"	"2"	"1224"	"1236"	"91347"	"543"	"158483"	"158822"	NA
"ATDT01000040-_Cedecea_davisae-_Cedecea_davisae-_|ATDT01000040|-_DSM_4568_T"	"ATDT01000040"	"566551"	"Cedecea davisae"	"2"	"1224"	"1236"	"91347"	"543"	"158483"	"158484"	"566551"
"KY797643-_Cedecea_lapagei-_Cedecea_lapagei-_|KY797643|-_DSM_4587_T"	"KY797643"	"158823"	"Cedecea lapagei"	"2"	"1224"	"1236"	"91347"	"543"	"158483"	"158823"	NA
"GU814270-_Enterobacter_soli-_Enterobacter_soli-_|GU814270|-_LF7_T"	"GU814270"	"1354262"	"Enterobacter soli"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"885040"	"1354262"
"VTUC01000000-_Enterobacter_vonholyi-_Enterobacter_vonholyi-_|VTUC01000000|-_HHU_13199_E13_T"	"VTUC01000000"	"2797505"	"Enterobacter vonholyi"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"2797505"	NA
"AB004744-_Enterobacter_asburiae-_Enterobacter_asburiae-_|AB004744|-_JCM6051_T"	"AB004744"	"61645"	"Enterobacter asburiae"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"61645"	NA
"CP017184-_Enterobacter_roggenkampii-_Enterobacter_roggenkampii-_|CP017184|-_DSM_16690_n|G|_T"	"CP017184"	"1812935"	"Enterobacter roggenkampii"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"1812935"	NA
"MG832788-_Enterobacter_sichuanensis-_Enterobacter_sichuanensis-_|MG832788|-_WCHECL1597_T"	"MG832788"	"2071710"	"Enterobacter sichuanensis"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"2071710"	NA
"MTSO01000000-_Enterobacter_chengduensis-_Enterobacter_chengduensis-_|MTSO01000000|-_WCHECl-C4_T"	"MTSO01000000"	"2494701"	"Enterobacter chengduensis"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"2494701"	NA
"AF025368-_Citrobacter_braakii-_Citrobacter_braakii-_|AF025368|-_CDC_80-58_T"	"AF025368"	"57706"	"Citrobacter braakii"	"2"	"1224"	"1236"	"91347"	"543"	"544"	"57706"	NA
"AF025369-_Citrobacter_murliniae-_Citrobacter_murliniae-_|AF025369|-_CDC_2970-59_T"	"AF025369"	"67829"	"Citrobacter murliniae"	"2"	"1224"	"1236"	"91347"	"543"	"544"	"67829"	NA
"AJ233408-_Citrobacter_freundii-_Citrobacter_freundii-_|AJ233408|-_DSM_30039_T"	"AJ233408"	"1006003"	"Citrobacter freundii"	"2"	"1224"	"1236"	"91347"	"543"	"544"	"546"	"1006003"
"LT615140-_Citrobacter_europaeus-_Citrobacter_europaeus-_|LT615140|-_97/79_|=CIP_106467|_T"	"LT615140"	"1914243"	"Citrobacter europaeus"	"2"	"1224"	"1236"	"91347"	"543"	"544"	"1914243"	NA
"MVFY01000035-_Citrobacter_portucalensis-_Citrobacter_portucalensis-_|MVFY01000035|-_A60_T"	"MVFY01000035"	"1639133"	"Citrobacter portucalensis"	"2"	"1224"	"1236"	"91347"	"543"	"544"	"1639133"	NA
"AF025373-_Citrobacter_werkmanii-_Citrobacter_werkmanii-_|AF025373|-_CDC_0876-58_T"	"AF025373"	"67827"	"Citrobacter werkmanii"	"2"	"1224"	"1236"	"91347"	"543"	"544"	"67827"	NA
"MN548424-_Citrobacter_cronae-_Citrobacter_cronae-_|MN548424|-_Tue2_1_T"	"MN548424"	"1748967"	"Citrobacter cronae"	"2"	"1224"	"1236"	"91347"	"543"	"544"	"1748967"	NA
"AF025367-_Citrobacter_gillenii-_Citrobacter_gillenii-_|AF025367|-_CDC_4693-86_T"	"AF025367"	"67828"	"Citrobacter gillenii"	"2"	"1224"	"1236"	"91347"	"543"	"544"	"67828"	NA
"KP057683-_Citrobacter_pasteurii-_Citrobacter_pasteurii-_|KP057683|-_CIP_55.13_T"	"KP057683"	"1563222"	"Citrobacter pasteurii"	"2"	"1224"	"1236"	"91347"	"543"	"544"	"1563222"	NA
"JN175339-_Yokenella_regensburgei-_Yokenella_regensburgei-_|JN175339|-_CIP_105435_T"	"JN175339"	"158877"	"Yokenella regensburgei"	"2"	"1224"	"1236"	"91347"	"543"	"158876"	"158877"	NA
"MN091366-_Klebsiella_pasteurii-_Klebsiella_pasteurii-_|MN091366|-_SPARK836C1_T"	"MN091366"	"2587529"	"Klebsiella pasteurii"	"2"	"1224"	"1236"	"91347"	"543"	"570"	"2587529"	NA
"JQ070300-_Klebsiella_michiganensis-_Klebsiella_michiganensis-_|JQ070300|-_W14_T"	"JQ070300"	"1134687"	"Klebsiella michiganensis"	"2"	"1224"	"1236"	"91347"	"543"	"570"	"1134687"	NA
"AJ871861-_Klebsiella_grimontii-_Klebsiella_grimontii-_|AJ871861|-_SB73_T"	"AJ871861"	"2058152"	"Klebsiella grimontii"	"2"	"1224"	"1236"	"91347"	"543"	"570"	"2058152"	NA
"MN091365-_Klebsiella_spallanzanii-_Klebsiella_spallanzanii-_|MN091365|-_SB6411_SPARK775C1T_Ko3_T"	"MN091365"	"2587528"	"Klebsiella spallanzanii"	"2"	"1224"	"1236"	"91347"	"543"	"570"	"2587528"	NA
"AF129440-_Klebsiella_oxytoca-_Klebsiella_oxytoca-_|AF129440|-_ATCC_13182T_T"	"AF129440"	"571"	"Klebsiella oxytoca"	"2"	"1224"	"1236"	"91347"	"543"	"570"	"571"	NA
"AJ508301-_Enterobacter_kobei-_Enterobacter_kobei-_|AJ508301|-_CIP_105566_T"	"AJ508301"	"208224"	"Enterobacter kobei"	"2"	"1224"	"1236"	"91347"	"543"	"547"	"208224"	NA
"MH179329-_Klebsiella_huaxiensis-_Klebsiella_huaxiensis-_|MH179329|-_WCHKl090001_T"	"MH179329"	"2153354"	"Klebsiella huaxiensis"	"2"	"1224"	"1236"	"91347"	"543"	"570"	"2153354"	NA
"CP002824-_Klebsiella_aerogenes-_Klebsiella_aerogenes-_|CP002824|-_KCTC_2190_T"	"CP002824"	"1028307"	"Klebsiella aerogenes"	"2"	"1224"	"1236"	"91347"	"543"	"570"	"548"	"1028307"
"AB680714-_Raoultella_terrigena-_Raoultella_terrigena-_|AB680714|-_NBRC_14941_T"	"AB680714"	"577"	"Raoultella terrigena"	"2"	"1224"	"1236"	"91347"	"543"	"160674"	"577"	NA
"AB762091-_Raoultella_electrica-_Raoultella_electrica-_|AB762091|-_1GB_T"	"AB762091"	"1259973"	"Raoultella electrica"	"2"	"1224"	"1236"	"91347"	"543"	"160674"	"1259973"	NA
"U78182-_Raoultella_ornithinolytica-_Raoultella_ornithinolytica-_|U78182|-_CIP_103364_T"	"U78182"	"54291"	"Raoultella ornithinolytica"	"2"	"1224"	"1236"	"91347"	"543"	"160674"	"54291"	NA
"AB680712-_Raoultella_planticola-_Raoultella_planticola-_|AB680712|-_NBRC_14939_T"	"AB680712"	"575"	"Raoultella planticola"	"2"	"1224"	"1236"	"91347"	"543"	"160674"	"575"	NA
"OK161083-_Leclercia_pneumoniae-_Leclercia_pneumoniae-_|OK161083|-_49125_T"	"OK161083"	"2815358"	"Leclercia pneumoniae"	"2"	"1224"	"1236"	"91347"	"543"	"83654"	"2815358"	NA
"AB004749-_Lelliottia_amnigena-_Lelliottia_amnigena-_|AB004749|-_JCM1237_T"	"AB004749"	"61646"	"Lelliottia amnigena"	"2"	"1224"	"1236"	"91347"	"543"	"1330545"	"61646"	NA
"Z96077-_Lelliottia_nimipressuralis-_Lelliottia_nimipressuralis-_|Z96077|-_LMG_10245-T_T"	"Z96077"	"69220"	"Lelliottia nimipressuralis"	"2"	"1224"	"1236"	"91347"	"543"	"1330545"	"69220"	NA
"KX709881-_Lelliottia_jeotgali-_Lelliottia_jeotgali-_|KX709881|-_PFL01_T"	"KX709881"	"1907578"	"Lelliottia jeotgali"	"2"	"1224"	"1236"	"91347"	"543"	"1330545"	"1907578"	NA
"JN175348-_Curtobacterium_plantarum-_Curtobacterium_plantarum-_|JN175348|-_CIP_108988_T"	"JN175348"	"221276"	"Curtobacterium plantarum"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"221276"	NA
"AJ233423-_Pantoea_agglomerans-_Pantoea_agglomerans-_|AJ233423|-_DSM_3493_T"	"AJ233423"	"549"	"Pantoea agglomerans"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"549"	NA
"EU216737-_Pantoea_conspicua-_Pantoea_conspicua-_|EU216737|-_LMG_24534_T"	"EU216737"	"472705"	"Pantoea conspicua"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"472705"	NA
"EF688012-_Pantoea_vagans-_Pantoea_vagans-_|EF688012|-_LMG_24199_T"	"EF688012"	"470934"	"Pantoea vagans"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"470934"	NA
"EF688009-_Pantoea_eucalypti-_Pantoea_eucalypti-_|EF688009|-_LMG_24197_T"	"EF688009"	"470933"	"Pantoea eucalypti"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"470933"	NA
"EU216735-_Pantoea_brenneri-_Pantoea_brenneri-_|EU216735|-_LMG_5343_T"	"EU216735"	"472694"	"Pantoea brenneri"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"472694"	NA
"AY530795-_Pantoea_allii-_Pantoea_allii-_|AY530795|-_BD_390_T"	"AY530795"	"574096"	"Pantoea allii"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"574096"	NA
"U80196-_Pantoea_ananatis-_Pantoea_ananatis-_|U80196|-_ATCC_33244_T"	"U80196"	"553"	"Pantoea ananatis"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"553"	NA
"JX986959-_Flavobacterium_acidificum-_Flavobacterium_acidificum-_|JX986959|-_LMG_8364_T"	"JX986959"	"1264931"	"Flavobacterium acidificum"	"2"	"976"	"117743"	"200644"	"49546"	"237"	"1264931"	NA
"EF688010-_Pantoea_anthophila-_Pantoea_anthophila-_|EF688010|-_LMG_2558_T"	"EF688010"	"470931"	"Pantoea anthophila"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"470931"	NA
"EF688011-_Pantoea_deleyi-_Pantoea_deleyi-_|EF688011|-_LMG_24200_T"	"EF688011"	"470932"	"Pantoea deleyi"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"470932"	NA
"U80208-_Pantoea_stewartii_subsp._stewartii-_Pantoea_stewartii_subsp._stewartii-_|U80208|-_ATCC_8199_T"	"U80208"	"66271"	"Pantoea stewartii subsp. stewartii"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"66269"	NA
"Y13251-_Pantoea_stewartii_subsp._indologenes-_Pantoea_stewartii_subsp._indologenes-_|Y13251|-_LMG_2632-T_T"	"Y13251"	"66270"	"Pantoea stewartii subsp. indologenes"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"66269"	NA
"EU216734-_Pantoea_septica-_Pantoea_septica-_|EU216734|-_LMG_5345_T"	"EU216734"	"472695"	"Pantoea septica"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"472695"	NA
"MLFP01000054-_Pantoea_rodasii-_Pantoea_rodasii-_|MLFP01000054|-_LMG_26273_w|G|_T"	"MLFP01000054"	"1076549"	"Pantoea rodasii"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"1076549"	NA
"JF295055-_Pantoea_rwandensis-_Pantoea_rwandensis-_|JF295055|-_LMG_26275_T"	"JF295055"	"1076550"	"Pantoea rwandensis"	"2"	"1224"	"1236"	"91347"	"1903409"	"53335"	"1076550"	NA
"DQ838096-_Tatumella_citrea-_Tatumella_citrea-_|DQ838096|-_JCM_8882_T"	"DQ838096"	"53336"	"Tatumella citrea"	"2"	"1224"	"1236"	"91347"	"1903409"	"82986"	"53336"	NA
"JPKR02000005-_Tatumella_morbirosei-_Tatumella_morbirosei-_|JPKR02000005|-_LMG_23360_T"	"JPKR02000005"	"642227"	"Tatumella morbirosei"	"2"	"1224"	"1236"	"91347"	"1903409"	"82986"	"642227"	NA
"FJ756351-_Tatumella_punctata-_Tatumella_punctata-_|FJ756351|-_DSM_13700_T"	"FJ756351"	"399969"	"Tatumella punctata"	"2"	"1224"	"1236"	"91347"	"1903409"	"82986"	"399969"	NA
"AJ233437-_Tatumella_ptyseos-_Tatumella_ptyseos-_|AJ233437|-_DSM_5000_T"	"AJ233437"	"1005995"	"Tatumella ptyseos"	"2"	"1224"	"1236"	"91347"	"1903409"	"82986"	"82987"	"1005995"
"FJ756353-_Tatumella_terrea-_Tatumella_terrea-_|FJ756353|-_DSM_13701_T"	"FJ756353"	"419007"	"Tatumella terrea"	"2"	"1224"	"1236"	"91347"	"1903409"	"82986"	"419007"	NA
"EU215774-_Tatumella_saanichensis-_Tatumella_saanichensis-_|EU215774|-_NML_06-3099_T"	"EU215774"	"480813"	"Tatumella saanichensis"	"2"	"1224"	"1236"	"91347"	"1903409"	"82986"	"480813"	NA
"KF876186-_Rosenbergiella_collisarenosi-_Rosenbergiella_collisarenosi-_|KF876186|-_8.8A_T"	"KF876186"	"1544695"	"Rosenbergiella collisarenosi"	"2"	"1224"	"1236"	"91347"	"1903409"	"1356488"	"1544695"	NA
"KF876184-_Rosenbergiella_epipactidis-_Rosenbergiella_epipactidis-_|KF876184|-_2.1A_T"	"KF876184"	"1544694"	"Rosenbergiella epipactidis"	"2"	"1224"	"1236"	"91347"	"1903409"	"1356488"	"1544694"	NA
"HQ284827-_Rosenbergiella_nectarea-_Rosenbergiella_nectarea-_|HQ284827|-_8N4_T"	"HQ284827"	"988801"	"Rosenbergiella nectarea"	"2"	"1224"	"1236"	"91347"	"1903409"	"1356488"	"988801"	NA
"KF876187-_Rosenbergiella_australiborealis-_Rosenbergiella_australiborealis-_|KF876187|-_CdVSA_20.1_T"	"KF876187"	"1544696"	"Rosenbergiella australiborealis"	"2"	"1224"	"1236"	"91347"	"1903409"	"1356488"	"1544696"	NA
"AB021400-_Phaseolibacter_flectens-_Phaseolibacter_flectens-_|AB021400|-_ATCC_12775_T"	"AB021400"	"1336237"	"Phaseolibacter flectens"	"2"	"1224"	"1236"	"91347"	"1903409"	"1297562"	"86187"	"1336237"
"AF310218-_Kluyvera_cryocrescens-_Kluyvera_cryocrescens-_|AF310218|-_ATCC33435_T"	"AF310218"	"580"	"Kluyvera cryocrescens"	"2"	"1224"	"1236"	"91347"	"543"	"579"	"580"	NA
"AF310217-_Kluyvera_intermedia-_Kluyvera_intermedia-_|AF310217|-_ATCC33110_T"	"AF310217"	"61648"	"Kluyvera intermedia"	"2"	"1224"	"1236"	"91347"	"543"	"579"	"61648"	NA
"AJ233406-_Buttiauxella_warmboldiae-_Buttiauxella_warmboldiae-_|AJ233406|-_DSM_9404_T"	"AJ233406"	"82993"	"Buttiauxella warmboldiae"	"2"	"1224"	"1236"	"91347"	"543"	"82976"	"82993"	NA
"AJ233405-_Buttiauxella_noackiae-_Buttiauxella_noackiae-_|AJ233405|-_DSM_9401_T"	"AJ233405"	"82992"	"Buttiauxella noackiae"	"2"	"1224"	"1236"	"91347"	"543"	"82976"	"82992"	NA
"AJ233403-_Buttiauxella_gaviniae-_Buttiauxella_gaviniae-_|AJ233403|-_DSM_9393_T"	"AJ233403"	"82990"	"Buttiauxella gaviniae"	"2"	"1224"	"1236"	"91347"	"543"	"82976"	"82990"	NA
"AJ233404-_Buttiauxella_izardii-_Buttiauxella_izardii-_|AJ233404|-_DSM_9397_T"	"AJ233404"	"82991"	"Buttiauxella izardii"	"2"	"1224"	"1236"	"91347"	"543"	"82976"	"82991"	NA
"AJ233400-_Buttiauxella_agrestis-_Buttiauxella_agrestis-_|AJ233400|-_DSM_4586_T"	"AJ233400"	"1006004"	"Buttiauxella agrestis"	"2"	"1224"	"1236"	"91347"	"543"	"82976"	"82977"	"1006004"
"AJ233401-_Buttiauxella_brennerae-_Buttiauxella_brennerae-_|AJ233401|-_DSM_9396_T"	"AJ233401"	"82988"	"Buttiauxella brennerae"	"2"	"1224"	"1236"	"91347"	"543"	"82976"	"82988"	NA
"AJ233402-_Buttiauxella_ferragutiae-_Buttiauxella_ferragutiae-_|AJ233402|-_DSM_9390_T"	"AJ233402"	"82989"	"Buttiauxella ferragutiae"	"2"	"1224"	"1236"	"91347"	"543"	"82976"	"82989"	NA
"MK558235-_Scandinavium_goeteborgense-_Scandinavium_goeteborgense-_|MK558235|-_CCUG_66741_T"	"MK558235"	"1851514"	"Scandinavium goeteborgense"	"2"	"1224"	"1236"	"91347"	"543"	"2726810"	"1851514"	NA
"JMPL01000225-_Kluyvera_ascorbata-_Kluyvera_ascorbata-_|JMPL01000225|-_ATCC_33433_T"	"JMPL01000225"	"1006000"	"Kluyvera ascorbata"	"2"	"1224"	"1236"	"91347"	"543"	"579"	"51288"	"1006000"
"MT437278-_Kluyvera_sichuanensis-_Kluyvera_sichuanensis-_|MT437278|-_SCKS090646_T"	"MT437278"	"2725494"	"Kluyvera sichuanensis"	"2"	"1224"	"1236"	"91347"	"543"	"579"	"2725494"	NA
"AF047186-_Kluyvera_georgiana-_Kluyvera_georgiana-_|AF047186|-_ATCC_51603_T"	"AF047186"	"73098"	"Kluyvera georgiana"	"2"	"1224"	"1236"	"91347"	"543"	"579"	"73098"	NA
"KF057941-_Pseudocitrobacter_faecalis-_Pseudocitrobacter_faecalis-_|KF057941|-_25_CIT_T"	"KF057941"	"1398493"	"Pseudocitrobacter faecalis"	"2"	"1224"	"1236"	"91347"	"543"	"1504576"	"1398493"	NA
"MK170368-_Pseudocitrobacter_vendiensis-_Pseudocitrobacter_vendiensis-_|MK170368|-_CPO20170097_T"	"MK170368"	"2488306"	"Pseudocitrobacter vendiensis"	"2"	"1224"	"1236"	"91347"	"543"	"1504576"	"2488306"	NA
"AJ854062-_Serratia_ureilytica-_Serratia_ureilytica-_|AJ854062|-_NiVa_51_T"	"AJ854062"	"300181"	"Serratia ureilytica"	"2"	"1224"	"1236"	"91347"	"1903411"	"613"	"300181"	NA
"AB061685-_Serratia_marcescens-_Serratia_marcescens-_|AB061685|-_KRED_T"	"AB061685"	"615"	"Serratia marcescens"	"2"	"1224"	"1236"	"91347"	"1903411"	"613"	"615"	NA
"EU036987-_Serratia_nematodiphila-_Serratia_nematodiphila-_|EU036987|-_DZ0503SBS1_T"	"EU036987"	"1449981"	"Serratia nematodiphila"	"2"	"1224"	"1236"	"91347"	"1903411"	"613"	"458197"	"1449981"
"VOUX01000001-_Serratia_bockelmannii-_Serratia_bockelmannii-_|VOUX01000001|-_S3_T"	"VOUX01000001"	"2703793"	"Serratia bockelmannii"	"2"	"1224"	"1236"	"91347"	"1903411"	"613"	"2703793"	NA
"VTUT01000000-_Serratia_nevei-_Serratia_nevei-_|VTUT01000000|-_S15_T"	"VTUT01000000"	"2703794"	"Serratia nevei"	"2"	"1224"	"1236"	"91347"	"1903411"	"613"	"2703794"	NA
"AKVS01000027-_Pectobacterium_wasabiae-_Pectobacterium_wasabiae-_|AKVS01000027|-_CFBP_3304_T"	"AKVS01000027"	"1175631"	"Pectobacterium wasabiae"	"2"	"1224"	"1236"	"91347"	"1903410"	"122277"	"55208"	"1175631"
"JN600332-_Pectobacterium_atrosepticum-_Pectobacterium_atrosepticum-_|JN600332|-_CFBP_1526_T"	"JN600332"	"29471"	"Pectobacterium atrosepticum"	"2"	"1224"	"1236"	"91347"	"1903410"	"122277"	"29471"	NA
"MF589613-_Pectobacterium_peruviense-_Pectobacterium_peruviense-_|MF589613|-_IFB5232_source__________/type_materialtype_strain_of_Pectobacterium_peruvienseT"	"MF589613"	"2066479"	"Pectobacterium peruviense"	"2"	"1224"	"1236"	"91347"	"1903410"	"122277"	"2066479"	NA
"JN600328-_Pectobacterium_betavasculorum-_Pectobacterium_betavasculorum-_|JN600328|-_CFBP_2122_T"	"JN600328"	"55207"	"Pectobacterium betavasculorum"	"2"	"1224"	"1236"	"91347"	"1903410"	"122277"	"55207"	NA
"CP015749-_Pectobacterium_parmentieri-_Pectobacterium_parmentieri-_|CP015749|-_RNS_08-42-1A_T"	"CP015749"	"1905730"	"Pectobacterium parmentieri"	"2"	"1224"	"1236"	"91347"	"1903410"	"122277"	"1905730"	NA
"KX987135-_Brenneria_populi_subsp._brevivirga-_Brenneria_populi_subsp._brevivirga-_|KX987135|-_D8-10-4-5_T"	"KX987135"	"2036006"	"Brenneria populi subsp. brevivirga"	"2"	"1224"	"1236"	"91347"	"1903410"	"71655"	"1505588"	NA
"KJ632518-_Brenneria_populi_subsp._populi-_Brenneria_populi_subsp._populi-_|KJ632518|-_D9-5_T"	"KJ632518"	"1505588"	"Brenneria populi subsp. populi"	"2"	"1224"	"1236"	"91347"	"1903410"	"71655"	"1505588"	NA
"AJ233409-_Brenneria_alni-_Brenneria_alni-_|AJ233409|-_DSM_11811_T"	"AJ233409"	"71656"	"Brenneria alni"	"2"	"1224"	"1236"	"91347"	"1903410"	"71655"	"71656"	NA
"AJ233415-_Brenneria_nigrifluens-_Brenneria_nigrifluens-_|AJ233415|-_DSM_30175_T"	"AJ233415"	"1121120"	"Brenneria nigrifluens"	"2"	"1224"	"1236"	"91347"	"1903410"	"71655"	"55210"	"1121120"
"MH206610-_Brenneria_corticis-_Brenneria_corticis-_|MH206610|-_gBX10-1-2_T"	"MH206610"	"2171750"	"Brenneria corticis"	"2"	"1224"	"1236"	"91347"	"1903410"	"71655"	"2171750"	NA
"KF308292-_Brenneria_roseae_subsp._americana-_Brenneria_roseae_subsp._americana-_|KF308292|-_FRB_223_T"	"KF308292"	"1508507"	"Brenneria roseae subsp. americana"	"2"	"1224"	"1236"	"91347"	"1903410"	"71655"	"1509241"	NA
"AF273037-_Samsonia_erythrinae-_Samsonia_erythrinae-_|AF273037|-_CFBP_5236_LTP__T"	"AF273037"	"160434"	"Samsonia erythrinae"	"2"	"1224"	"1236"	"91347"	"1903410"	"160433"	"160434"	NA
"MH249622-_Pectobacterium_punjabense-_Pectobacterium_punjabense-_|MH249622|-_SS95_T"	"MH249622"	"2108399"	"Pectobacterium punjabense"	"2"	"1224"	"1236"	"91347"	"1903410"	"122277"	"2108399"	NA
"MK240326-_Pectobacterium_polonicum-_Pectobacterium_polonicum-_|MK240326|-_DPMP315_T"	"MK240326"	"2485124"	"Pectobacterium polonicum"	"2"	"1224"	"1236"	"91347"	"1903410"	"122277"	"2485124"	NA
"AJ223407-_Pectobacterium_odoriferum-_Pectobacterium_odoriferum-_|AJ223407|-_LMG_17566-T_T"	"AJ223407"	"78398"	"Pectobacterium odoriferum"	"2"	"1224"	"1236"	"91347"	"1903410"	"122277"	"78398"	NA
"RMBU01000000-_Pectobacterium_versatile-_Pectobacterium_versatile-_|RMBU01000000|-_CFBP_6051_T"	"RMBU01000000"	"2488639"	"Pectobacterium versatile"	"2"	"1224"	"1236"	"91347"	"1903410"	"122277"	"2488639"	NA
"AJ233411-_Pectobacterium_carotovorum-_Pectobacterium_carotovorum-_|AJ233411|-_DSM_30168_T"	"AJ233411"	"554"	"Pectobacterium carotovorum"	"2"	"1224"	"1236"	"91347"	"1903410"	"122277"	"554"	NA
"JF926716-_Pectobacterium_brasiliense-_Pectobacterium_brasiliense-_|JF926716|-_212_T"	"JF926716"	"180957"	"Pectobacterium brasiliense"	"2"	"1224"	"1236"	"91347"	"1903410"	"122277"	"180957"	NA
