"node"	"taxid"	"n_labels"	"node_label"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"	"strain_taxid"
15899	"244127"	1	"244127"	"2"	"1239"	"186801"	"186802"	"216572"	"244127"	NA	NA
15908	"580596"	1	"580596"	"2"	"1239"	"186801"	"186802"	"31979"	"580596"	NA	NA
15915	"1017280"	2	"1017280+946234"	"2"	"1239"	"186801"	"186802"	"216572"	"1017280"	NA	NA
15915	"946234"	2	"1017280+946234"	"2"	"1239"	"186801"	"186802"	"216572"	"946234"	NA	NA
15935	"459786"	1	"459786"	"2"	"1239"	"186801"	"186802"	"216572"	"459786"	NA	NA
15955	"1924093"	1	"1924093"	"2"	"1239"	"186801"	"186802"	"216572"	"1924093"	NA	NA
15983	"204475"	1	"204475"	"2"	"1239"	"186801"	"186802"	NA	"204475"	NA	NA
15989	"292632"	1	"292632"	"2"	"1239"	"186801"	"186802"	"216572"	"292632"	NA	NA
16007	"186803"	2	"186803+1506577"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA	NA
16007	"1506577"	2	"186803+1506577"	"2"	"1239"	"186801"	"186802"	"186803"	"1506577"	NA	NA
16012	"2039240"	1	"2039240"	"2"	"1239"	"186801"	"186802"	"186803"	"2039240"	NA	NA
16019	"2383"	1	"2383"	"2"	"1239"	"186801"	"186802"	"186803"	"2383"	NA	NA
16033	"1506553"	2	"1506553+33042"	"2"	"1239"	"186801"	"186802"	"186803"	"1506553"	NA	NA
16033	"33042"	2	"1506553+33042"	"2"	"1239"	"186801"	"186802"	"186803"	"33042"	NA	NA
16038	"1663717"	1	"1663717"	"2"	"1239"	"186801"	"186802"	"186803"	"1663717"	NA	NA
16043	"1843210"	1	"1843210"	"2"	"1239"	"186801"	"186802"	"186803"	"1843210"	NA	NA
16045	"841"	1	"841"	"2"	"1239"	"186801"	"186802"	"186803"	"841"	NA	NA
16047	"572511"	1	"572511"	"2"	"1239"	"186801"	"186802"	"186803"	"572511"	NA	NA
16078	"189330"	1	"189330"	"2"	"1239"	"186801"	"186802"	"186803"	"189330"	NA	NA
16091	"2316020"	1	"2316020"	"2"	"1239"	"186801"	"186802"	"186803"	"2316020"	NA	NA
16093	"2005359"	1	"2005359"	"2"	"1239"	"186801"	"186802"	"186803"	"2005359"	NA	NA
16111	"1164882"	1	"1164882"	"2"	"1239"	"186801"	"186802"	"186803"	"1164882"	NA	NA
16116	"265975"	1	"265975"	"2"	"1239"	"186801"	"186802"	"186803"	"265975"	NA	NA
16124	"2719231"	1	"2719231"	"2"	"1239"	"186801"	"186802"	"186803"	"2719231"	NA	NA
16130	"1649459"	1	"1649459"	"2"	"1239"	"186801"	"186802"	"31979"	"1649459"	NA	NA
16135	"29370"	1	"29370"	"2"	"1239"	"186801"	"186802"	"186803"	"2719231"	"29370"	NA
16138	"2719313"	1	"2719313"	"2"	"1239"	"186801"	"186802"	"186803"	"2719313"	NA	NA
16145	"830"	1	"830"	"2"	"1239"	"186801"	"186802"	"186803"	"830"	NA	NA
16151	"28050"	1	"28050"	"2"	"1239"	"186801"	"186802"	"186803"	"28050"	NA	NA
16180	"207244"	1	"207244"	"2"	"1239"	"186801"	"186802"	"186803"	"207244"	NA	NA
16206	"46205"	1	"46205"	"2"	"1239"	"186801"	"186802"	"186803"	"46205"	NA	NA
16217	"1766253"	1	"1766253"	"2"	"1239"	"186801"	"186802"	"186803"	"1766253"	NA	NA
16222	"1432051"	1	"1432051"	"2"	"1239"	"186801"	"186802"	"186803"	"1432051"	NA	NA
16255	"526524"	2	"526524+526525"	"2"	"1239"	"526524"	NA	NA	NA	NA	NA
16255	"526525"	2	"526524+526525"	"2"	"1239"	"526524"	"526525"	NA	NA	NA	NA
16257	"2810280"	2	"2810280+100883"	"2"	"1239"	"526524"	"526525"	"2810280"	NA	NA	NA
16257	"100883"	2	"2810280+100883"	"2"	"1239"	"526524"	"526525"	"2810280"	"100883"	NA	NA
16264	"128827"	2	"128827+3025755"	"2"	"1239"	"526524"	"526525"	"128827"	NA	NA	NA
16264	"3025755"	2	"128827+3025755"	"2"	"1239"	"526524"	"526525"	"2810280"	"3025755"	NA	NA
16277	"1647"	1	"1647"	"2"	"1239"	"526524"	"526525"	"128827"	"1647"	NA	NA
16294	"186329"	3	"186329+2146+2147"	"2"	"544448"	"31969"	"186329"	NA	NA	NA	NA
16294	"2146"	3	"186329+2146+2147"	"2"	"544448"	"31969"	"186329"	"2146"	NA	NA	NA
16294	"2147"	3	"186329+2146+2147"	"2"	"544448"	"31969"	"186329"	"2146"	"2147"	NA	NA
16300	"1912503"	1	"1912503"	"2"	"544448"	"1912503"	NA	NA	NA	NA	NA
16306	"33926"	1	"33926"	"2"	"544448"	"31969"	"186329"	"2146"	"33926"	NA	NA
16340	"1300"	2	"1300+1301"	"2"	"1239"	"91061"	"186826"	"1300"	NA	NA	NA
16340	"1301"	2	"1300+1301"	"2"	"1239"	"91061"	"186826"	"1300"	"1301"	NA	NA
16341	"1378"	1	"1378"	"2"	"1239"	"91061"	"1385"	NA	"1378"	NA	NA
16346	"81852"	1	"81852"	"2"	"1239"	"91061"	"186826"	"81852"	NA	NA	NA
16348	"186827"	1	"186827"	"2"	"1239"	"91061"	"186826"	"186827"	NA	NA	NA
16349	"1375"	1	"1375"	"2"	"1239"	"91061"	"186826"	"186827"	"1375"	NA	NA
16356	"186828"	1	"186828"	"2"	"1239"	"91061"	"186826"	"186828"	NA	NA	NA
16358	"82802"	1	"82802"	"2"	"1239"	"91061"	"186826"	"186828"	"82802"	NA	NA
16364	"1470540"	1	"1470540"	"2"	"1239"	"91061"	"186826"	"186828"	"1470540"	NA	NA
16366	"117563"	1	"117563"	"2"	"1239"	"91061"	"186826"	"186828"	"117563"	NA	NA
16369	"46123"	1	"46123"	"2"	"1239"	"91061"	"186826"	"186827"	"46123"	NA	NA
16372	"66831"	1	"66831"	"2"	"1239"	"91061"	"186826"	"186827"	"66831"	NA	NA
16379	"13075"	1	"13075"	"2"	"1239"	"91061"	"186826"	"186827"	"13075"	NA	NA
16381	"2747"	1	"2747"	"2"	"1239"	"91061"	"186826"	"186828"	"2747"	NA	NA
16396	"191769"	1	"191769"	"2"	"1239"	"91061"	"186826"	"186828"	"191769"	NA	NA
16397	"99906"	1	"99906"	"2"	"1239"	"91061"	"186826"	"186828"	"99906"	NA	NA
16407	"1350"	2	"1350+33969"	"2"	"1239"	"91061"	"186826"	"81852"	"1350"	NA	NA
16407	"33969"	2	"1350+33969"	"2"	"1239"	"91061"	"186826"	"81852"	"33969"	NA	NA
16457	"51668"	1	"51668"	"2"	"1239"	"91061"	"186826"	"81852"	"51668"	NA	NA
16458	"2737"	1	"2737"	"2"	"1239"	"91061"	"186826"	"81852"	"2737"	NA	NA
16466	"1357"	1	"1357"	"2"	"1239"	"91061"	"186826"	"1300"	"1357"	NA	NA
16472	"1930830"	1	"1930830"	"2"	"1239"	"91061"	"186826"	"1300"	"1930830"	NA	NA
16552	"2767889"	1	"2767889"	"2"	"1239"	"91061"	"186826"	"33958"	"2767889"	NA	NA
16558	"2767888"	1	"2767888"	"2"	"1239"	"91061"	"186826"	"33958"	"2767888"	NA	NA
16569	"2767887"	1	"2767887"	"2"	"1239"	"91061"	"186826"	"33958"	"2767887"	NA	NA
16585	"2767842"	1	"2767842"	"2"	"1239"	"91061"	"186826"	"33958"	"2767842"	NA	NA
16590	"46255"	1	"46255"	"2"	"1239"	"91061"	"186826"	"33958"	"46255"	NA	NA
16605	"46254"	1	"46254"	"2"	"1239"	"91061"	"186826"	"33958"	"46254"	NA	NA
16609	"559173"	1	"559173"	"2"	"1239"	"91061"	"186826"	"33958"	"559173"	NA	NA
16613	"1243"	1	"1243"	"2"	"1239"	"91061"	"186826"	"33958"	"1243"	NA	NA
16626	"2767885"	1	"2767885"	"2"	"1239"	"91061"	"186826"	"33958"	"2767885"	NA	NA
16630	"2767891"	1	"2767891"	"2"	"1239"	"91061"	"186826"	"33958"	"2767891"	NA	NA
16632	"2759736"	1	"2759736"	"2"	"1239"	"91061"	"186826"	"33958"	"2759736"	NA	NA
16643	"2767878"	1	"2767878"	"2"	"1239"	"91061"	"186826"	"33958"	"2767878"	NA	NA
16645	"2767879"	1	"2767879"	"2"	"1239"	"91061"	"186826"	"33958"	"2767879"	NA	NA
16660	"2767884"	1	"2767884"	"2"	"1239"	"91061"	"186826"	"33958"	"2767884"	NA	NA
16663	"2767876"	1	"2767876"	"2"	"1239"	"91061"	"186826"	"33958"	"2767876"	NA	NA
16696	"1253"	1	"1253"	"2"	"1239"	"91061"	"186826"	"33958"	"1253"	NA	NA
16708	"2767890"	1	"2767890"	"2"	"1239"	"91061"	"186826"	"33958"	"2767890"	NA	NA
16712	"2742598"	1	"2742598"	"2"	"1239"	"91061"	"186826"	"33958"	"2742598"	NA	NA
16726	"2767882"	1	"2767882"	"2"	"1239"	"91061"	"186826"	"33958"	"2767882"	NA	NA
16727	"2767886"	1	"2767886"	"2"	"1239"	"91061"	"186826"	"33958"	"2767886"	NA	NA
16738	"2767892"	1	"2767892"	"2"	"1239"	"91061"	"186826"	"33958"	"2767892"	NA	NA
16751	"2767877"	1	"2767877"	"2"	"1239"	"91061"	"186826"	"33958"	"2767877"	NA	NA
16754	"2767881"	1	"2767881"	"2"	"1239"	"91061"	"186826"	"33958"	"2767881"	NA	NA
16755	"1614"	1	"1614"	"2"	"1239"	"91061"	"186826"	"33958"	"2767881"	"1614"	NA
16758	"2767893"	1	"2767893"	"2"	"1239"	"91061"	"186826"	"33958"	"2767893"	NA	NA
16771	"186822"	2	"186822+44249"	"2"	"1239"	"91061"	"1385"	"186822"	NA	NA	NA
16771	"44249"	2	"186822+44249"	"2"	"1239"	"91061"	"1385"	"186822"	"44249"	NA	NA
16773	"186823"	1	"186823"	"2"	"1239"	"91061"	"1385"	"186823"	NA	NA	NA
16775	"1129704"	1	"1129704"	"2"	"1239"	"91061"	"1385"	"186823"	"1129704"	NA	NA
16777	"432330"	1	"432330"	"2"	"1239"	"91061"	"1385"	"186823"	"432330"	NA	NA
16782	"29330"	1	"29330"	"2"	"1239"	"91061"	"1385"	"186823"	"29330"	NA	NA
16816	"329857"	1	"329857"	"2"	"1239"	"91061"	"1385"	"186822"	"329857"	NA	NA
16824	"76632"	1	"76632"	"2"	"1239"	"91061"	"1385"	"186822"	"76632"	NA	NA
16861	"995014"	1	"995014"	"2"	"1239"	"91061"	"1385"	"186822"	"995014"	NA	NA
16896	"456492"	1	"456492"	"2"	"1239"	"91061"	"1385"	"186822"	"456492"	NA	NA
16929	"186824"	1	"186824"	"2"	"1239"	"91061"	"1385"	"186824"	NA	NA	NA
16931	"332100"	1	"332100"	"2"	"1239"	"91061"	"1385"	"186824"	"332100"	NA	NA
16934	"1155934"	1	"1155934"	"2"	"1239"	"91061"	"1385"	"186824"	"1155934"	NA	NA
16935	"500614"	1	"500614"	"2"	"1239"	"91061"	"1385"	"186824"	"500614"	NA	NA
16939	"1236218"	1	"1236218"	"2"	"1239"	"91061"	"1385"	"186824"	"1236218"	NA	NA
16941	"2023"	1	"2023"	"2"	"1239"	"91061"	"1385"	"186824"	"2023"	NA	NA
16943	"292635"	1	"292635"	"2"	"1239"	"91061"	"1385"	"186824"	"292635"	NA	NA
16946	"292636"	1	"292636"	"2"	"1239"	"91061"	"1385"	"186824"	"292636"	NA	NA
16951	"2963097"	4	"2963097+2963098+2963099+1543703"	"2"	"1239"	"2963097"	NA	NA	NA	NA	NA
16951	"2963098"	4	"2963097+2963098+2963099+1543703"	"2"	"1239"	"2963097"	"2963098"	NA	NA	NA	NA
16951	"2963099"	4	"2963097+2963098+2963099+1543703"	"2"	"1239"	"2963097"	"2963098"	"2963099"	NA	NA	NA
16951	"1543703"	4	"2963097+2963098+2963099+1543703"	"2"	"1239"	"2963097"	"2963098"	"2963099"	"1543703"	NA	NA
16953	"55079"	1	"55079"	"2"	"1239"	"91061"	"1385"	"186822"	"55079"	NA	NA
16956	"55080"	1	"55080"	"2"	"1239"	"91061"	"1385"	"186822"	"55080"	NA	NA
16969	"2675234"	1	"2675234"	"2"	"1239"	"91061"	"1385"	"186817"	"2675234"	NA	NA
16974	"186821"	2	"186821+2077"	"2"	"1239"	"91061"	"1385"	"186821"	NA	NA	NA
16974	"2077"	2	"186821+2077"	"2"	"1239"	"91061"	"1385"	"186821"	"2077"	NA	NA
16977	"33986"	1	"33986"	"2"	"1239"	"91061"	"1385"	NA	"33986"	NA	NA
16992	"1329200"	1	"1329200"	"2"	"1239"	"91061"	"1385"	"186817"	"1329200"	NA	NA
16998	"2893059"	1	"2893059"	"2"	"1239"	"91061"	"1385"	"186817"	"2893059"	NA	NA
17001	"2893057"	1	"2893057"	"2"	"1239"	"91061"	"1385"	"186817"	"2893057"	NA	NA
17007	"2893060"	1	"2893060"	"2"	"1239"	"91061"	"1385"	"186817"	"2893060"	NA	NA
17009	"2893055"	2	"2893055+86665"	"2"	"1239"	"91061"	"1385"	"186817"	"2893055"	NA	NA
17009	"86665"	2	"2893055+86665"	"2"	"1239"	"91061"	"1385"	"186817"	"2893055"	"86665"	NA
17013	"2893056"	1	"2893056"	"2"	"1239"	"91061"	"1385"	"186817"	"2893056"	NA	NA
17020	"1370"	1	"1370"	"2"	"1239"	"91061"	"1385"	"186817"	"1370"	NA	NA
17022	"1433300"	1	"1433300"	"2"	"1239"	"91061"	"1385"	"186817"	"1433300"	NA	NA
17026	"1884429"	1	"1884429"	"2"	"1239"	"91061"	"1385"	"186817"	"1884429"	NA	NA
17029	"2837485"	1	"2837485"	"2"	"1239"	"91061"	"1385"	"186817"	"2837485"	NA	NA
17031	"704093"	1	"704093"	"2"	"1239"	"91061"	"1385"	"186817"	"704093"	NA	NA
17035	"1434042"	1	"1434042"	"2"	"1239"	"91061"	"1385"	"186817"	"1434042"	NA	NA
17038	"1884449"	1	"1884449"	"2"	"1239"	"91061"	"1385"	"186817"	"1884449"	NA	NA
17039	"2005375"	1	"2005375"	"2"	"1239"	"91061"	"1385"	"186817"	"2005375"	NA	NA
17041	"84406"	1	"84406"	"2"	"1239"	"91061"	"1385"	"186817"	"84406"	NA	NA
17043	"289201"	1	"289201"	"2"	"1239"	"91061"	"1385"	"186817"	"289201"	NA	NA
17054	"351195"	1	"351195"	"2"	"1239"	"91061"	"1385"	"186817"	"351195"	NA	NA
17058	"45667"	1	"45667"	"2"	"1239"	"91061"	"1385"	"186817"	"45667"	NA	NA
17068	"482460"	1	"482460"	"2"	"1239"	"91061"	"1385"	"186817"	"482460"	NA	NA
17070	"74385"	1	"74385"	"2"	"1239"	"91061"	"1385"	"186817"	"74385"	NA	NA
17077	"200903"	1	"200903"	"2"	"1239"	"91061"	"1385"	"186817"	"200903"	NA	NA
17078	"29331"	1	"29331"	"2"	"1239"	"91061"	"1385"	"186817"	"29331"	NA	NA
17082	"306539"	1	"306539"	"2"	"1239"	"91061"	"1385"	"186817"	"306539"	NA	NA
17085	"459532"	1	"459532"	"2"	"1239"	"91061"	"1385"	"186817"	"459532"	NA	NA
17089	"182709"	1	"182709"	"2"	"1239"	"91061"	"1385"	"186817"	"182709"	NA	NA
17095	"175304"	1	"175304"	"2"	"1239"	"91061"	"1385"	"186817"	"175304"	NA	NA
17102	"484508"	1	"484508"	"2"	"1239"	"91061"	"1385"	"186817"	"484508"	NA	NA
17116	"186818"	3	"186818+157226+2837511"	"2"	"1239"	"91061"	"1385"	"186818"	NA	NA	NA
17116	"157226"	3	"186818+157226+2837511"	"2"	"1239"	"91061"	"1385"	"186818"	"157226"	NA	NA
17116	"2837511"	3	"186818+157226+2837511"	"2"	"1239"	"91061"	"1385"	"186817"	"2837511"	NA	NA
17126	"2675233"	1	"2675233"	"2"	"1239"	"91061"	"1385"	"186817"	"2675233"	NA	NA
17138	"293387"	1	"293387"	"2"	"1239"	"91061"	"1385"	"186817"	"1386"	"293387"	NA
17155	"1569"	5	"1569+2675231+2675232+2800373+2837504"	"2"	"1239"	"91061"	"1385"	"186818"	"1569"	NA	NA
17155	"2675231"	5	"1569+2675231+2675232+2800373+2837504"	"2"	"1239"	"91061"	"1385"	"186817"	"2675231"	NA	NA
17155	"2675232"	5	"1569+2675231+2675232+2800373+2837504"	"2"	"1239"	"91061"	"1385"	"186817"	"2675232"	NA	NA
17155	"2800373"	5	"1569+2675231+2675232+2800373+2837504"	"2"	"1239"	"91061"	"1385"	"186817"	"2800373"	NA	NA
17155	"2837504"	5	"1569+2675231+2675232+2800373+2837504"	"2"	"1239"	"91061"	"1385"	"186817"	"2837504"	NA	NA
17161	"2837508"	1	"2837508"	"2"	"1239"	"91061"	"1385"	"186817"	"2837508"	NA	NA
17175	"2675229"	1	"2675229"	"2"	"1239"	"91061"	"1385"	"186817"	"2675229"	NA	NA
17194	"2837506"	1	"2837506"	"2"	"1239"	"91061"	"1385"	"186817"	"2837506"	NA	NA
17195	"2675230"	1	"2675230"	"2"	"1239"	"91061"	"1385"	"186817"	"2675230"	NA	NA
17206	"1276290"	1	"1276290"	"2"	"1239"	"91061"	"1385"	"186817"	"1276290"	NA	NA
17242	"150247"	1	"150247"	"2"	"1239"	"91061"	"1385"	"186817"	"150247"	NA	NA
17246	"265546"	1	"265546"	"2"	"1239"	"91061"	"1385"	"186817"	"150247"	"265546"	NA
17252	"1906945"	1	"1906945"	"2"	"1239"	"91061"	"1385"	"186817"	"1906945"	NA	NA
17260	"129337"	1	"129337"	"2"	"1239"	"91061"	"1385"	"186817"	"129337"	NA	NA
17277	"1433999"	1	"1433999"	"2"	"1239"	"91061"	"1385"	"186817"	"1433999"	NA	NA
17286	"2804231"	1	"2804231"	"2"	"1239"	"91061"	"1385"	"186817"	"2804231"	NA	NA
17291	"186820"	1	"186820"	"2"	"1239"	"91061"	"1385"	"186820"	NA	NA	NA
17292	"2755"	1	"2755"	"2"	"1239"	"91061"	"1385"	"186820"	"2755"	NA	NA
17293	"1637"	1	"1637"	"2"	"1239"	"91061"	"1385"	"186820"	"1637"	NA	NA
17316	"90964"	1	"90964"	"2"	"1239"	"91061"	"1385"	"90964"	NA	NA	NA
17317	"45669"	1	"45669"	"2"	"1239"	"91061"	"1385"	"90964"	"45669"	NA	NA
17323	"227979"	1	"227979"	"2"	"1239"	"91061"	"1385"	"90964"	"227979"	NA	NA
17328	"2803850"	1	"2803850"	"2"	"1239"	"91061"	"1385"	"90964"	"2803850"	NA	NA
17332	"69965"	1	"69965"	"2"	"1239"	"91061"	"1385"	"90964"	"69965"	NA	NA
17336	"1279"	1	"1279"	"2"	"1239"	"91061"	"1385"	"90964"	"1279"	NA	NA
17379	"29388"	1	"29388"	"2"	"1239"	"91061"	"1385"	"90964"	"1279"	"29388"	NA
17381	"651660"	1	"651660"	"2"	"1239"	"91061"	"1385"	"186818"	"651660"	NA	NA
17385	"1372"	1	"1372"	"2"	"1239"	"91061"	"1385"	"186818"	"1372"	NA	NA
17386	"162291"	1	"162291"	"2"	"1239"	"91061"	"1385"	"186818"	"162291"	NA	NA
17404	"941338"	1	"941338"	"2"	"1239"	"91061"	"1385"	"186818"	"941338"	NA	NA
17417	"1221880"	1	"1221880"	"2"	"1239"	"91061"	"1385"	"186817"	"1221880"	NA	NA
17423	"648802"	1	"648802"	"2"	"1239"	"91061"	"1385"	"186818"	"648802"	NA	NA
17425	"1649"	1	"1649"	"2"	"1239"	"91061"	"1385"	"186818"	"1649"	NA	NA
17427	"496496"	1	"496496"	"2"	"1239"	"91061"	"1385"	"186818"	"496496"	NA	NA
17431	"33976"	1	"33976"	"2"	"1239"	"91061"	"1385"	"186818"	"33976"	NA	NA
17432	"400634"	1	"400634"	"2"	"1239"	"91061"	"1385"	"186817"	"400634"	NA	NA
17444	"160795"	1	"160795"	"2"	"1239"	"91061"	"1385"	"186818"	"160795"	NA	NA
17453	"648800"	1	"648800"	"2"	"1239"	"91061"	"1385"	"186818"	"648800"	NA	NA
17457	"1224"	8	"1224+117747+1236+135613+200666+72276+84566+84567"	"2"	"1224"	NA	NA	NA	NA	NA	NA
17457	"117747"	8	"1224+117747+1236+135613+200666+72276+84566+84567"	"2"	"976"	"117747"	NA	NA	NA	NA	NA
17457	"1236"	8	"1224+117747+1236+135613+200666+72276+84566+84567"	"2"	"1224"	"1236"	NA	NA	NA	NA	NA
17457	"135613"	8	"1224+117747+1236+135613+200666+72276+84566+84567"	"2"	"1224"	"1236"	"135613"	NA	NA	NA	NA
17457	"200666"	8	"1224+117747+1236+135613+200666+72276+84566+84567"	"2"	"976"	"117747"	"200666"	NA	NA	NA	NA
17457	"72276"	8	"1224+117747+1236+135613+200666+72276+84566+84567"	"2"	"1224"	"1236"	"135613"	"72276"	NA	NA	NA
17457	"84566"	8	"1224+117747+1236+135613+200666+72276+84566+84567"	"2"	"976"	"117747"	"200666"	"84566"	NA	NA	NA
17457	"84567"	8	"1224+117747+1236+135613+200666+72276+84566+84567"	"2"	"976"	"117747"	"200666"	"84566"	"84567"	NA	NA
17458	"200295"	1	"200295"	"2"	"200295"	NA	NA	NA	NA	NA	NA
17465	"1643688"	2	"1643688+170"	"2"	"203691"	"203692"	"1643688"	NA	NA	NA	NA
17465	"170"	2	"1643688+170"	"2"	"203691"	"203692"	"1643688"	"170"	NA	NA	NA
17468	"171"	1	"171"	"2"	"203691"	"203692"	"1643688"	"170"	"171"	NA	NA
17508	"2202203"	1	"2202203"	"2"	"203691"	"203692"	"1643688"	"170"	"171"	"2202203"	NA
17522	"136"	1	"136"	"2"	"203691"	"203692"	"136"	NA	NA	NA	NA
17523	"1643685"	2	"1643685+64895"	"2"	"203691"	"203692"	"136"	"1643685"	NA	NA	NA
17523	"64895"	2	"1643685+64895"	"2"	"203691"	"203692"	"136"	"1643685"	"64895"	NA	NA
17533	"138"	1	"138"	"2"	"203691"	"203692"	"136"	"1643685"	"138"	NA	NA
17542	"137"	2	"137+146"	"2"	"203691"	"203692"	"136"	"137"	NA	NA	NA
17542	"146"	2	"137+146"	"2"	"203691"	"203692"	"136"	"137"	"146"	NA	NA
17546	"2791015"	1	"2791015"	"2"	"203691"	"203692"	"136"	"2791015"	NA	NA	NA
17547	"399320"	1	"399320"	"2"	"203691"	"203692"	"136"	"2791015"	"399320"	NA	NA
17549	"2024958"	1	"2024958"	"2"	"203691"	"203692"	"136"	"137"	"2024958"	NA	NA
17560	"2845253"	2	"2845253+157"	"2"	"203691"	"203692"	"136"	"2845253"	NA	NA	NA
17560	"157"	2	"2845253+157"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	NA	NA
17564	"2951104"	1	"2951104"	"2"	"203691"	"203692"	"136"	"2951104"	NA	NA	NA
17589	"204428"	1	"204428"	"2"	"204428"	NA	NA	NA	NA	NA	NA
17590	"204429"	3	"204429+1963360+51291"	"2"	"204428"	"204429"	NA	NA	NA	NA	NA
17590	"1963360"	3	"204429+1963360+51291"	"2"	"204428"	"204429"	"1963360"	NA	NA	NA	NA
17590	"51291"	3	"204429+1963360+51291"	"2"	"204428"	"204429"	"51291"	NA	NA	NA	NA
17592	"809"	1	"809"	"2"	"204428"	"204429"	"51291"	"809"	NA	NA	NA
17593	"810"	1	"810"	"2"	"204428"	"204429"	"51291"	"809"	"810"	NA	NA
17612	"92714"	1	"92714"	"2"	"204428"	"204429"	"1963360"	"92714"	NA	NA	NA
17614	"92713"	1	"92713"	"2"	"204428"	"204429"	"1963360"	"92713"	NA	NA	NA
17615	"282132"	1	"282132"	"2"	"204428"	"204429"	"1963360"	"92713"	"282132"	NA	NA
17619	"412447"	1	"412447"	"2"	"204428"	"204429"	"1963360"	"412447"	NA	NA	NA
17621	"83551"	1	"83551"	"2"	"204428"	"204429"	"1963360"	"92713"	"83551"	NA	NA
17623	"256845"	1	"256845"	"2"	"256845"	NA	NA	NA	NA	NA	NA
17629	"134625"	4	"134625+1921781+1921782+1921783"	"2"	"134625"	NA	NA	NA	NA	NA	NA
17629	"1921781"	4	"134625+1921781+1921782+1921783"	"2"	"134625"	"1921781"	NA	NA	NA	NA	NA
17629	"1921782"	4	"134625+1921781+1921782+1921783"	"2"	"134625"	"1921781"	"1921782"	NA	NA	NA	NA
17629	"1921783"	4	"134625+1921781+1921782+1921783"	"2"	"134625"	"1921781"	"1921782"	"1921783"	NA	NA	NA
17631	"1313211"	1	"1313211"	"2"	"256845"	"1313211"	NA	NA	NA	NA	NA
17638	"278082"	1	"278082"	"2"	"256845"	"1313211"	"278082"	NA	NA	NA	NA
17640	"74201"	2	"74201+203494"	"2"	"74201"	NA	NA	NA	NA	NA	NA
17640	"203494"	2	"74201+203494"	"2"	"74201"	"203494"	NA	NA	NA	NA	NA
17641	"414999"	1	"414999"	"2"	"74201"	"414999"	NA	NA	NA	NA	NA
17642	"415001"	3	"415001+3056371+442430"	"2"	"74201"	"414999"	"415001"	NA	NA	NA	NA
17642	"3056371"	3	"415001+3056371+442430"	"2"	"74201"	"414999"	"415001"	"3056371"	NA	NA	NA
17642	"442430"	3	"415001+3056371+442430"	"2"	"74201"	"414999"	"415001"	"3056371"	"442430"	NA	NA
17646	"415000"	3	"415000+134623+178440"	"2"	"74201"	"414999"	"415000"	NA	NA	NA	NA
17646	"134623"	3	"415000+134623+178440"	"2"	"74201"	"414999"	"415000"	"134623"	NA	NA	NA
17646	"178440"	3	"415000+134623+178440"	"2"	"74201"	"414999"	"415000"	"134623"	"178440"	NA	NA
17650	"1849551"	1	"1849551"	"2"	"74201"	"414999"	"415000"	"134623"	"1849551"	NA	NA
17656	"48461"	2	"48461+203557"	"2"	"74201"	"203494"	"48461"	NA	NA	NA	NA
17656	"203557"	2	"48461+203557"	"2"	"74201"	"203494"	"48461"	"203557"	NA	NA	NA
17658	"134621"	1	"134621"	"2"	"74201"	"203494"	"134621"	NA	NA	NA	NA
17659	"1032526"	1	"1032526"	"2"	"74201"	"203494"	"134621"	NA	"1032526"	NA	NA
17663	"1955630"	4	"1955630+717963+717964+511745"	"2"	"74201"	"1955630"	NA	NA	NA	NA	NA
17663	"717963"	4	"1955630+717963+717964+511745"	"2"	"74201"	"1955630"	"717963"	NA	NA	NA	NA
17663	"717964"	4	"1955630+717963+717964+511745"	"2"	"74201"	"1955630"	"717963"	"717964"	NA	NA	NA
17663	"511745"	4	"1955630+717963+717964+511745"	"2"	"74201"	"1955630"	"717963"	"717964"	"511745"	NA	NA
17665	"134549"	4	"134549+1836787+1836792+295577"	"2"	"74201"	"134549"	NA	NA	NA	NA	NA
17665	"1836787"	4	"134549+1836787+1836792+295577"	"2"	"74201"	"134549"	"1836787"	NA	NA	NA	NA
17665	"1836792"	4	"134549+1836787+1836792+295577"	"2"	"74201"	"134549"	"1836787"	"1836792"	NA	NA	NA
17665	"295577"	4	"134549+1836787+1836792+295577"	"2"	"74201"	"134549"	"1836787"	"1836792"	"295577"	NA	NA
17675	"1647988"	2	"1647988+239934"	"2"	"74201"	"203494"	"48461"	"1647988"	NA	NA	NA
17675	"239934"	2	"1647988+239934"	"2"	"74201"	"203494"	"48461"	"1647988"	"239934"	NA	NA
17679	"1648490"	2	"1648490+361050"	"2"	"74201"	"203494"	"48461"	"1648490"	NA	NA	NA
17679	"361050"	2	"1648490+361050"	"2"	"74201"	"203494"	"48461"	"1648490"	"361050"	NA	NA
17680	"518755"	1	"518755"	"2"	"74201"	"203494"	"48461"	"203557"	"518755"	NA	NA
17698	"2790996"	2	"2790996+2895623"	"2"	"544448"	NA	"2790996"	NA	NA	NA	NA
17698	"2895623"	2	"2790996+2895623"	"2"	"544448"	NA	"2790996"	"2895623"	NA	NA	NA
17708	"2790998"	2	"2790998+2791001"	"2"	"544448"	NA	"2790996"	"2790998"	NA	NA	NA
